"mod.1.AIC","mod.5.AIC","mod.8.AIC","mod.simp.AIC","mod.simp.1.AIC","mod.1.BIC","mod.5.BIC","mod.8.BIC","mod.simp.BIC","mod.simp.1.BIC","mod.1.AME","mod.5.AME","mod.8.AME","mod.simp.AME","mod.simp.1.AME","pyth.AME","Sim.Run"
-385.519203207371,-354.235562536138,-339.481653848012,-297.200461217021,-272.416775723912,-340.986900192151,-326.109897473894,-332.450237582451,-287.825239529606,-263.041554036498,0.0134936146666972,0.0150740652309805,0.0198593696683214,0.0329819924718958,0.0313764264410888,0.0225936043636741,202
-398.279413266996,-373.963313680668,-344.830895361618,-293.16354540417,-275.67654346114,-353.747110251776,-345.837648618424,-337.799479096057,-283.788323716755,-266.301321773725,0.0164683649887466,0.0202805361899016,0.0227923604471078,0.0342394193612556,0.0306727069327145,0.0227637853148449,203
-397.494398386184,-365.215285360159,-339.87573794097,-287.417727948033,-270.506961299643,-352.962095370964,-337.089620297915,-332.844321675409,-278.042506260618,-261.131739612228,0.0154692388325375,0.0161888571242588,0.0190765934331161,0.0304778559509156,0.0239426702679178,0.0231190211448212,204
-391.99556138968,-362.56389639565,-340.402570602359,-292.030722705971,-269.812160148548,-347.46325837446,-334.438231333406,-333.371154336798,-282.655501018556,-260.436938461134,0.0140631128311991,0.018609152476407,0.0200688810272433,0.0347642144483822,0.0279852618869693,0.0188459068167482,205
-389.904849468692,-354.204458672639,-347.525551003099,-291.532302476643,-281.017624231826,-345.372546453472,-326.078793610394,-340.494134737538,-282.157080789228,-271.642402544411,0.0165116633404164,0.0152648003995177,0.0248774655250378,0.0309211355661303,0.0373554480701625,0.0291139417927417,206
-387.290231025653,-379.747502363443,-343.329407209943,-279.420202374482,-280.256023369308,-342.757928010433,-351.621837301199,-336.297990944381,-270.044980687068,-270.880801681894,0.0150726176867209,0.0232136422597493,0.022191604167398,0.0223240990250513,0.0343449336626271,0.0208224319253579,207
-398.918196479979,-358.294546469965,-341.774404129148,-290.689359794572,-273.510081388324,-354.385893464759,-330.168881407721,-334.742987863587,-281.314138107157,-264.134859700909,0.0189906927221843,0.0167439592200605,0.0225782286752481,0.0329733929099573,0.0285102217670411,0.0196891046223667,208
-385.156664506453,-375.901327753695,-338.973123730656,-290.412820038235,-270.752344892218,-340.624361491233,-347.775662691451,-331.941707465095,-281.03759835082,-261.377123204803,0.0130483724815421,0.0214897995146511,0.0184060579037021,0.027842133624175,0.0256082305218879,0.0202624696346274,209
-393.079708130389,-363.601931043691,-337.103896270865,-282.50468680045,-273.160108794556,-348.547405115169,-335.476265981447,-330.072480005304,-273.129465113036,-263.784887107141,0.0168135563551111,0.0190293285633174,0.0179163269346597,0.0256197177414606,0.03103110858653,0.0163988516108121,210
-393.049384368794,-369.088403184604,-350.825532011177,-296.601564085471,-281.781224976119,-348.517081353574,-340.96273812236,-343.794115745616,-287.226342398056,-272.406003288704,0.014802547279202,0.0202213701382272,0.0254444734567775,0.030817737950633,0.03662256585891,0.0275768044780614,211
-383.772331491503,-367.891161499339,-345.23967874779,-278.22359015428,-282.19761438988,-339.240028476283,-339.765496437095,-338.208262482229,-268.848368466866,-272.822392702466,0.0115180209289619,0.0172732620052124,0.0219710313901485,0.0217130989042403,0.0366685249676209,0.024913913400426,212
-410.681601636234,-376.983388463677,-354.832505125414,-286.989493185104,-286.455898202849,-366.149298621014,-348.857723401433,-347.801088859853,-277.61427149769,-277.080676515434,0.0194790055668575,0.0228728471253904,0.0289574516328732,0.0291146709086023,0.0400713044458487,0.0311546642919594,213
-391.597323373871,-369.825293198109,-341.876188943327,-295.460028478569,-267.825971111068,-347.065020358651,-341.699628135864,-334.844772677766,-286.084806791154,-258.450749423653,0.0152015261740008,0.0198846921415324,0.0206245539364023,0.0356934930178755,0.0237042414790051,0.0211226338777447,214
-386.408203756814,-369.268651229451,-349.741004375654,-285.973168623315,-282.362309377922,-341.875900741594,-341.142986167207,-342.709588110093,-276.5979469359,-272.987087690507,0.0150598894824522,0.0198065810882442,0.024396693750822,0.0301646425181243,0.0398864559799122,0.0241244791867071,215
-381.408384443406,-364.015291141341,-343.210224375817,-286.058015714697,-272.79971255515,-336.876081428186,-335.889626079097,-336.178808110256,-276.682794027282,-263.424490867735,0.0102312256206192,0.0174458443218786,0.0203320559557991,0.0269993026265971,0.0296906977850054,0.0222002128306952,216
-384.470829711523,-359.148366287638,-336.214060689271,-283.305929124636,-271.561282202198,-339.938526696303,-331.022701225394,-329.18264442371,-273.930707437221,-262.186060514783,0.011932685443475,0.0159901962311296,0.0178222985871542,0.0277904861310135,0.0294995406307244,0.018539872351281,217
-390.459427857782,-359.680005802359,-334.427087541703,-288.448275664384,-268.091798180267,-345.927124842562,-331.554340740115,-327.395671276142,-279.07305397697,-258.716576492853,0.0155852675941491,0.0179650218648398,0.0160994749651302,0.0266517324616002,0.0249643488607544,0.0179778764523906,218
-390.463352535777,-353.226509753949,-347.669358899196,-292.71054523539,-281.697356906737,-345.931049520557,-325.100844691705,-340.637942633635,-283.335323547975,-272.322135219322,0.0167849729984511,0.0143304913521148,0.0254691102445217,0.0366115877586909,0.0400681311746157,0.0223810486788493,219
-390.617785473304,-358.630008293624,-341.867585880104,-291.377114854958,-274.125385899199,-346.085482458084,-330.504343231379,-334.836169614543,-282.001893167543,-264.750164211785,0.0143897645941613,0.0177426103983892,0.0200107763367337,0.0331018452548904,0.0324239941672928,0.0243815527946678,220
-396.962950290371,-358.024014568948,-337.341815680022,-282.248096668983,-270.937310333292,-352.430647275151,-329.898349506704,-330.310399414461,-272.872874981568,-261.562088645877,0.0175179960950513,0.0168947933814322,0.0190715255662902,0.0265971524369654,0.0285959493990676,0.0204561512222137,221
-395.149002277852,-364.406055087258,-338.466353743405,-296.726141534081,-276.196336584213,-350.616699262632,-336.280390025014,-331.434937477844,-287.350919846666,-266.821114896798,0.0165964896955455,0.0177111959023599,0.0193604573261344,0.0353514055797328,0.0328407510300256,0.0236691641689479,222
-383.000868380208,-360.354225932831,-339.89936854185,-286.238522056249,-267.20494118443,-338.468565364988,-332.228560870587,-332.867952276289,-276.863300368835,-257.829719497015,0.0119744774257591,0.0178398166713508,0.0207103366388104,0.0288667494128703,0.0255270284100647,0.0225252254931593,223
-388.160059086729,-355.394193485741,-339.799873100766,-281.787406373873,-274.672766612815,-343.627756071509,-327.268528423497,-332.768456835205,-272.412184686458,-265.2975449254,0.0140574150819448,0.0141293374600566,0.0198847257219838,0.0238685774193876,0.0333676956416792,0.0214496759533584,224
-391.10950251398,-358.166382233395,-345.836352761054,-286.77092702864,-282.854183189617,-346.57719949876,-330.040717171151,-338.804936495493,-277.395705341225,-273.478961502202,0.0155364556749831,0.0167395452528918,0.0238965060061452,0.0303553848259285,0.0375005170884773,0.0268664405468281,225
-380.889878632228,-358.173028481939,-338.728506681237,-281.580631824781,-278.718039783,-336.357575617008,-330.047363419695,-331.697090415676,-272.205410137366,-269.342818095585,0.0109615650491603,0.0165637121270588,0.0192986733576624,0.0259554070076032,0.0349644951041461,0.022290809221491,226
-401.247469283974,-378.588817723884,-344.292375243399,-300.2958732061,-264.448705007997,-356.715166268754,-350.46315266164,-337.260958977838,-290.920651518685,-255.073483320582,0.018581790689112,0.0213023007294787,0.0224322695369592,0.036638471162019,0.021075266816942,0.0230042313231903,227
-393.990970699003,-371.284667066515,-334.440406703447,-283.775635769019,-267.994479652891,-349.458667683783,-343.159002004271,-327.408990437886,-274.400414081604,-258.619257965476,0.0136651337592751,0.020924828390527,0.0146935135627906,0.0277177971681383,0.0261179198457926,0.0146707052963056,228
-386.496228769789,-368.090549611296,-342.562409828335,-292.72981650536,-271.484202175905,-341.963925754569,-339.964884549052,-335.530993562774,-283.354594817945,-262.10898048849,0.014446443772709,0.0207421380895761,0.022140690430072,0.0347605982915504,0.0291594971631839,0.0211093816780437,229
-390.981597406738,-357.088384491062,-345.99599987094,-282.157284572478,-283.915915605967,-346.449294391518,-328.962719428817,-338.964583605379,-272.782062885063,-274.540693918552,0.0156512784025199,0.0148386432998073,0.0253145696557447,0.0268079648773967,0.0386025976513154,0.0271461031554911,230
-388.356910094954,-361.327624377238,-340.42297332434,-287.0647277861,-267.77990410453,-343.824607079734,-333.201959314994,-333.391557058779,-277.689506098685,-258.404682417116,0.013538462919771,0.0172917461327545,0.0189676245902087,0.0264545750612577,0.0271935098358472,0.020290512903663,231
-384.756749802645,-356.079409848966,-337.29073191836,-291.929753772637,-274.324362786975,-340.224446787425,-327.953744786722,-330.259315652798,-282.554532085222,-264.949141099561,0.0123196157153527,0.0146951863368283,0.0191269271146211,0.0297215839559211,0.0288589595733313,0.0171610389033891,232
-393.027730784636,-354.34638227535,-343.491785234073,-285.94042283068,-278.470127697229,-348.495427769416,-326.220717213106,-336.460368968512,-276.565201143265,-269.094906009814,0.0145043436035817,0.0136447525827655,0.0212353252519045,0.0293229449120557,0.0309549119959539,0.0203133736765946,233
-386.34971300874,-357.525046057501,-337.992045957932,-301.755220074585,-263.87748617649,-341.81740999352,-329.399380995257,-330.960629692371,-292.379998387171,-254.502264489075,0.0125785660004633,0.016010552117627,0.0168832661003709,0.0384302487605491,0.0197888540892632,0.0198707699057008,234
-389.138196402391,-362.802844132194,-339.687117940454,-282.228678438104,-274.134951067771,-344.605893387171,-334.67717906995,-332.655701674893,-272.853456750689,-264.759729380356,0.0138092528718965,0.0171658876045113,0.0197684594099648,0.0269623422225155,0.0335329395208905,0.0253630494815669,235
-399.174207074148,-358.144169591192,-346.01242853196,-285.092547485217,-281.22329936222,-354.641904058928,-330.018504528948,-338.981012266399,-275.717325797803,-271.848077674805,0.020191864233413,0.0166839321953953,0.0239655482196767,0.0270823677447372,0.0338398748334761,0.0228743513139636,236
-397.7633960883,-360.394541716965,-348.280834619366,-286.06298492672,-278.910206834122,-353.23109307308,-332.268876654721,-341.249418353805,-276.687763239306,-269.534985146707,0.0172678788916125,0.0162500277853241,0.0259223317156952,0.0270634454488996,0.0328076355603841,0.0244167242459093,237
-386.843002703798,-366.8505807621,-342.470886971689,-290.172742942414,-278.435486567156,-342.310699688578,-338.724915699856,-335.439470706128,-280.797521255,-269.060264879741,0.0147622681279948,0.0187308297774776,0.0214611530663576,0.0303399309705207,0.03720547761445,0.0202156690975291,238
-384.683439150454,-355.132954102063,-332.969255077374,-289.077749291444,-270.373036896033,-340.151136135234,-327.007289039819,-325.937838811813,-279.702527604029,-260.997815208618,0.0135295757552552,0.0146052699505479,0.0155523113521712,0.0277500344920243,0.027179636119532,0.0169923593378893,239
-390.845875777366,-353.239253787031,-344.260130336397,-281.897100527405,-291.361196373654,-346.313572762146,-325.113588724786,-337.228714070836,-272.521878839991,-281.98597468624,0.0178760657246511,0.0143399945694615,0.0224269427064097,0.0253221873607288,0.0428374747801534,0.0255445934594096,240
-399.230856562241,-361.807632798637,-344.967881524938,-287.141411341504,-269.497960863679,-354.698553547021,-333.681967736392,-337.936465259377,-277.766189654089,-260.122739176265,0.0172287146384261,0.018654540160249,0.0220970410585664,0.0302541966161664,0.0224073881588153,0.024542825733564,241
-402.766254654513,-380.10624132298,-348.472581075658,-294.507841593168,-277.383657450221,-358.233951639293,-351.980576260736,-341.441164810097,-285.132619905754,-268.008435762806,0.0194223935150651,0.023892595025656,0.0247981614204385,0.0339346146331598,0.0339892970680856,0.0226374296636665,242
-383.302326484839,-360.400654259752,-339.483612537661,-283.290686458625,-274.940560366262,-338.770023469619,-332.274989197508,-332.4521962721,-273.91546477121,-265.565338678847,0.0112813635615628,0.0170068151050958,0.0205342627223435,0.0269927276578504,0.030578477432818,0.022084599942104,243
-389.228219777526,-363.087585552158,-341.810791594195,-287.466916044265,-278.802502073686,-344.695916762306,-334.961920489914,-334.779375328634,-278.09169435685,-269.427280386271,0.014423053264441,0.0193032213988874,0.0222794549754991,0.030836927890353,0.0342329582804509,0.0191152234905714,244
-407.979623842313,-369.754647402724,-349.204146645379,-287.489590092676,-279.66844295556,-363.447320827093,-341.628982340479,-342.172730379818,-278.114368405261,-270.293221268145,0.0191576287496988,0.0211496642300599,0.0261293051003842,0.0299297374067607,0.0360625098054168,0.0262918899481982,245
-389.575342222844,-358.578902937568,-338.827349977218,-285.073623743266,-274.930560193743,-345.043039207624,-330.453237875323,-331.795933711657,-275.698402055851,-265.555338506329,0.0148026195120621,0.0145766536751411,0.0201131465278972,0.0290099551811505,0.0313669053395116,0.0222619190375116,246
-394.119532427407,-353.59003856059,-348.879728986315,-287.580469605797,-285.07896801694,-349.587229412187,-325.464373498345,-341.848312720754,-278.205247918382,-275.703746329526,0.0155114635052602,0.0147602856232948,0.0253964937105839,0.0291133799238421,0.0385293414155028,0.0234930699236113,247
-391.519485575952,-362.340220136471,-342.062184530253,-284.45130152032,-275.045827385585,-346.987182560732,-334.214555074227,-335.030768264692,-275.076079832906,-265.670605698171,0.0161938193978999,0.0178230333124666,0.0204633536201575,0.0254453710523413,0.0309045968836224,0.0186224990215996,248
-393.030626121146,-362.741064596009,-340.467312101504,-283.055282563156,-272.856629357766,-348.498323105926,-334.615399533765,-333.435895835943,-273.680060875741,-263.481407670351,0.0145924919363956,0.0163775942923354,0.0207505566127105,0.0279401832126692,0.0307255221074112,0.0219509119812647,249
-388.526368836279,-361.500106118136,-340.536114150436,-293.361589319332,-267.418815404615,-343.994065821059,-333.374441055891,-333.504697884875,-283.986367631917,-258.043593717201,0.0151283049739599,0.0180836504019887,0.0208574294806571,0.0358002527956207,0.0273599189226945,0.0191923923914741,250
-391.320626052692,-362.742110852657,-337.440782159006,-290.795040726193,-272.645359938629,-346.788323037472,-334.616445790413,-330.409365893445,-281.419819038778,-263.270138251215,0.0159141321116165,0.0187009409846815,0.0189878749398477,0.0322651993426298,0.0326912165277806,0.0175602414606303,251
-401.305522928296,-366.145347250159,-346.19808658561,-288.821030976788,-271.181418574604,-356.773219913076,-338.019682187915,-339.166670320049,-279.445809289373,-261.80619688719,0.0172009217461887,0.0199545120881355,0.0229303999178296,0.0302279712772629,0.0305810564982153,0.0232342222876946,252
-383.150665531616,-361.648728035969,-343.028077410309,-286.104063397684,-280.670870077539,-338.618362516396,-333.523062973725,-335.996661144748,-276.728841710269,-271.295648390125,0.0122562683888711,0.0163671207359712,0.0211552543978469,0.0309728121074143,0.0318720993870659,0.0213814792091451,253
-403.976938728247,-363.085705346728,-342.350709006245,-293.960246411967,-278.571658950526,-359.444635713027,-334.960040284484,-335.319292740684,-284.585024724552,-269.196437263111,0.0186674625855276,0.0180285332013224,0.0198066198055692,0.0354188050405733,0.034644076047743,0.0239681056891744,254
-398.446884165087,-364.020167248186,-340.681792318285,-282.355931024232,-284.866167940684,-353.914581149867,-335.894502185942,-333.650376052724,-272.980709336817,-275.490946253269,0.0176543381871089,0.0186257079326019,0.019975104779351,0.0274595619912151,0.037917013625726,0.0216181391521448,255
-392.113899077472,-367.429253991316,-341.245464001561,-281.616197234666,-281.340422181494,-347.581596062252,-339.303588929072,-334.214047736,-272.240975547251,-271.965200494079,0.0154324142276906,0.0205319976214409,0.0204052141498697,0.025607904768422,0.035229342476255,0.0214189125543474,256
-398.399679593329,-371.767261163786,-353.350174112675,-290.324797429271,-281.921644453359,-353.867376578109,-343.641596101542,-346.318757847114,-280.949575741856,-272.546422765944,0.0162545962063337,0.0191477528922809,0.0260158714811744,0.032590788739777,0.0368367591318182,0.0251059121106767,257
-398.278748686546,-363.967738630862,-350.964200007286,-294.354463704804,-272.976930777795,-353.746445671326,-335.842073568618,-343.932783741725,-284.979242017389,-263.60170909038,0.0169807867557453,0.0170779181265366,0.028646793498886,0.0393520754859091,0.0315241758087026,0.0244578431664933,258
-407.740664359098,-357.61602143702,-353.062679796241,-286.726968718719,-297.71742555702,-363.208361343878,-329.490356374776,-346.03126353068,-277.351747031304,-288.342203869605,0.0209632360267444,0.01420444181391,0.0256938670054945,0.0292517726242026,0.0435737771515362,0.0267651863246749,259
-400.362082362026,-363.465841321681,-347.349676288391,-304.459330641311,-266.444377733626,-355.829779346806,-335.340176259437,-340.31826002283,-295.084108953896,-257.069156046211,0.0174728825704912,0.0185470746781305,0.0247631112640103,0.0377740862227691,0.0237304774690706,0.0258050238935507,260
-397.24718257525,-355.293065738038,-343.199221174319,-289.617608015465,-271.347148018127,-352.71487956003,-327.167400675794,-336.167804908758,-280.242386328051,-261.971926330713,0.0174137632993269,0.0157402439265666,0.0215744484995911,0.0323770355378982,0.0314738517321215,0.0232153669557278,261
-393.553231708469,-358.957857915536,-348.540223091027,-300.045164063051,-283.940149339481,-349.020928693248,-330.832192853292,-341.508806825466,-290.669942375636,-274.564927652066,0.0169947544463452,0.0174565439673459,0.025353379008935,0.0336136535125258,0.0407697100177372,0.0223424851798322,262
-388.795639991347,-365.261808413008,-342.02706689503,-284.598389338569,-285.550562555552,-344.263336976127,-337.136143350764,-334.995650629469,-275.223167651154,-276.175340868137,0.0130183437371549,0.0178432779707681,0.0211094776483365,0.0283893904287763,0.0429784135844985,0.0253338041066845,263
-390.036658311805,-360.569800870123,-342.345748265617,-280.865690028782,-284.396258998921,-345.504355296585,-332.444135807879,-335.314332000056,-271.490468341367,-275.021037311507,0.0154314198242956,0.0165435871024141,0.0217017572940265,0.0257459859180992,0.0348202657410619,0.0229804651945706,264
-400.605753264413,-369.072666270553,-345.642613935517,-290.334835009646,-273.90122324545,-356.073450249193,-340.947001208309,-338.611197669956,-280.959613322232,-264.526001558035,0.0167360534484784,0.0177153275080543,0.0239477084989238,0.032297078825442,0.0302422687259767,0.0232890850920458,265
-388.728258041991,-358.40383923794,-337.329515274011,-285.401185683329,-266.891908814071,-344.195955026771,-330.278174175696,-330.29809900845,-276.025963995914,-257.516687126657,0.0134174986912831,0.0147772226358329,0.0181229988965782,0.0281953229823894,0.0241077746044175,0.0197492170258078,266
-385.549373121172,-358.277950486166,-340.807669969595,-290.704170609753,-277.426062768706,-341.017070105952,-330.152285423922,-333.776253704034,-281.328948922338,-268.050841081291,0.0136832105371369,0.0169433180043921,0.0208096757191332,0.0300180370693505,0.0305529029762153,0.0193449531838331,267
-384.175329269894,-352.702054432228,-338.073489831086,-303.830164736972,-268.427640052227,-339.643026254674,-324.576389369984,-331.042073565525,-294.454943049558,-259.052418364812,0.0119296977022871,0.0132779179391242,0.0182383938185373,0.0392087823624475,0.0264560542879722,0.0170406188426348,268
-395.442373907854,-363.682473879661,-353.304297788781,-287.905967775029,-280.740791599731,-350.910070892634,-335.556808817417,-346.272881523219,-278.530746087615,-271.365569912316,0.0156260089930346,0.0180566452651597,0.0262491275542865,0.0306937466783287,0.0338661281181214,0.0278110754689576,269
-393.233496630969,-362.961207013786,-351.547883965791,-289.924802965989,-280.848932886,-348.701193615749,-334.835541951542,-344.51646770023,-280.549581278574,-271.473711198585,0.016046502088942,0.0198682740710055,0.027125379010383,0.0313496814270717,0.0369814320078477,0.025867587118866,270
-383.538732312464,-354.152827799295,-338.293678909382,-290.67068012959,-275.457186266554,-339.006429297244,-326.027162737051,-331.262262643821,-281.295458442176,-266.081964579139,0.0118687144158344,0.0131776917614568,0.0204774775454316,0.0314190278385617,0.0306719208665598,0.0202301536290582,271
-385.977763729966,-364.676877944708,-351.864178874804,-283.910474831388,-289.612906181486,-341.445460714746,-336.551212882464,-344.832762609243,-274.535253143973,-280.237684494072,0.0137114995801576,0.0176760702240635,0.0260517779786496,0.0271281923378362,0.0405596841860193,0.0258801979223824,272
-390.467853585691,-357.657600188457,-341.044273059916,-303.272750537538,-265.248775994183,-345.935550570471,-329.531935126213,-334.012856794355,-293.897528850124,-255.873554306768,0.0153057105568014,0.0168174246641666,0.0214137475241519,0.0371933479491052,0.0254138349482925,0.0238011926690929,273
-404.8108815289,-381.488889930488,-337.079110407058,-282.494917040186,-276.406302733271,-360.27857851368,-353.363224868244,-330.047694141497,-273.119695352772,-267.031081045856,0.0200192780815801,0.0277033905930849,0.0179916669265158,0.0272156955370017,0.0333773351196283,0.0213689236655301,274
-388.854676273034,-355.64974122406,-338.295935103479,-282.692894793849,-270.596811547548,-344.322373257814,-327.524076161816,-331.264518837918,-273.317673106434,-261.221589860133,0.0134590590270146,0.0163885756909348,0.0178394529720917,0.0282787957114228,0.0288733749899626,0.0200198387166604,275
-390.621644288404,-367.500960011803,-344.757502277168,-281.588951068532,-272.40419088208,-346.089341273184,-339.375294949559,-337.726086011606,-272.213729381118,-263.028969194665,0.0166505187693176,0.0199220931242478,0.0230299133791624,0.0244856939162289,0.0279237132790047,0.0247223735780145,276
-382.161714554806,-361.992429097871,-340.40725327286,-285.647001160299,-268.200055484631,-337.629411539586,-333.866764035626,-333.375837007299,-276.271779472884,-258.824833797216,0.0117214000455197,0.0170269351903812,0.0210435245466154,0.030992114657571,0.026221686693819,0.0198923980767276,277
-392.590005611398,-367.025059641692,-342.784526758644,-282.219333504829,-278.891844694745,-348.057702596178,-338.899394579448,-335.753110493083,-272.844111817415,-269.516623007331,0.0146269100426674,0.0171164125844009,0.0218679607629835,0.0281339315883304,0.0352859105599193,0.0169619239248241,278
-398.496756791686,-367.491419544323,-341.838786731114,-288.175050396172,-267.996148833382,-353.964453776466,-339.365754482079,-334.807370465553,-278.799828708757,-258.620927145967,0.017864260263058,0.0199435410904141,0.0201302017217043,0.0290011014995792,0.0257497428370385,0.0230925575259927,279
-398.023391001908,-367.894070258262,-340.750298069027,-291.33873134242,-265.312720529752,-353.491087986688,-339.768405196018,-333.718881803466,-281.963509655005,-255.937498842338,0.0183580742755174,0.0208076877741707,0.0219328078107791,0.0325636608766355,0.025670816552575,0.0256001885504671,280
-386.08926617559,-367.653357509924,-342.327701425046,-290.744557883016,-269.940428273535,-341.55696316037,-339.527692447679,-335.296285159485,-281.369336195602,-260.56520658612,0.0122161950242029,0.0189149191091104,0.020195094114257,0.031897778989325,0.0255346041563168,0.0210918270902034,281
-399.947195868214,-373.260268584828,-340.354254589999,-290.246336383233,-279.399897657777,-355.414892852994,-345.134603522584,-333.322838324438,-280.871114695819,-270.024675970362,0.0176449040873574,0.0221401309821113,0.0189227873754717,0.0302104238185903,0.034881680229719,0.0177311228010415,282
-394.930133056999,-363.596002633255,-339.428008129612,-283.751183830309,-282.473116057743,-350.397830041779,-335.470337571011,-332.396591864051,-274.375962142894,-273.097894370328,0.0159638925876848,0.0171898325820657,0.0186462481766926,0.0297376298356598,0.0372867881577154,0.0171891236851977,283
-382.808034593925,-366.706984520957,-344.459147649612,-294.060788776076,-269.73511391488,-338.275731578705,-338.581319458713,-337.427731384051,-284.685567088662,-260.359892227466,0.0131273682321958,0.0182023195642641,0.0220104788166691,0.0338633667934865,0.0284376209639961,0.0236014362429679,284
-393.499236352281,-356.046701289487,-343.164705483556,-291.210716059795,-276.60294927795,-348.966933337061,-327.921036227242,-336.133289217995,-281.83549437238,-267.227727590535,0.0157879388420062,0.0163665062688836,0.0233435601069255,0.0312650623626708,0.0343227856764379,0.0259181231451624,285
-398.173084827283,-373.674562235878,-340.728914474578,-288.419767373985,-268.485342812623,-353.640781812063,-345.548897173634,-333.697498209017,-279.04454568657,-259.110121125208,0.017759438315663,0.022819012691719,0.0207337739946052,0.0305774080772151,0.0270338017976574,0.0234147536933874,286
-412.488497417085,-379.096447741999,-350.17275709336,-284.629889721276,-280.366954455652,-367.956194401865,-350.970782679755,-343.141340827799,-275.254668033861,-270.991732768237,0.0181284431625007,0.0234705198552999,0.025948652873799,0.0286122035523704,0.0361908407127684,0.0279698395995414,287
-405.425385769774,-372.041358575055,-338.400366184504,-292.230172358362,-270.964352784498,-360.893082754554,-343.915693512811,-331.368949918943,-282.854950670948,-261.589131097083,0.0182285861334262,0.0205664868306394,0.0201055488779188,0.0312255334077709,0.0296210268241082,0.0218587660368358,288
-395.649383943626,-368.524820495101,-335.419618277051,-285.145066981202,-264.22923018438,-351.117080928406,-340.399155432857,-328.38820201149,-275.769845293788,-254.854008496965,0.014458764825212,0.0189520496655734,0.0156799760981231,0.0243224390035916,0.0229346507703903,0.0180895566549447,289
-387.706072098331,-372.45232753718,-343.468136079838,-283.752604936852,-269.825357388212,-343.173769083111,-344.326662474936,-336.436719814277,-274.377383249438,-260.450135700798,0.013217799269804,0.0182604964479208,0.0216353003757133,0.0280619616459555,0.0246248489330536,0.0206498359313071,290
-384.136891721723,-353.067306478395,-338.431196871266,-282.856668817599,-283.065493295982,-339.604588706503,-324.941641416151,-331.399780605705,-273.481447130185,-273.690271608567,0.0126548935054143,0.0134775957991556,0.0188313002519365,0.0269656416968367,0.0400752405438458,0.0188627987862521,291
-399.122543346917,-353.987714296742,-348.224086810044,-304.051773791968,-272.626413313734,-354.590240331697,-325.862049234498,-341.192670544483,-294.676552104554,-263.251191626319,0.0183017896471476,0.0136987903873949,0.0241612230664972,0.0375013804391169,0.0310140696635935,0.0258939541651358,292
-384.305295758797,-363.676762847644,-338.331701748724,-285.924101156698,-281.61653610014,-339.772992743577,-335.5510977854,-331.300285483163,-276.548879469283,-272.241314412725,0.012202389464424,0.0177144440988543,0.0186539362368286,0.0282713527259603,0.0343186110414797,0.0177788377430937,293
-390.659987222994,-367.889248712501,-342.680301650412,-278.849786323797,-273.565546424638,-346.127684207774,-339.763583650257,-335.648885384851,-269.474564636382,-264.190324737223,0.014987071962321,0.0194813222637162,0.0210808075930689,0.0234215698169963,0.0289883604586398,0.0209538286628215,294
-401.536942829769,-374.341120179069,-344.897427313043,-282.654442422131,-271.115657823411,-357.004639814549,-346.215455116824,-337.866011047482,-273.279220734716,-261.740436135996,0.017384333528715,0.0200495939292329,0.0219830492848251,0.0271099157156789,0.0301371733998772,0.0240265542431723,295
-386.51377445418,-367.272338186702,-346.638919962205,-286.762590179377,-269.99115410818,-341.98147143896,-339.146673124457,-339.607503696644,-277.387368491962,-260.615932420766,0.0129339788403849,0.0195936354745234,0.024551037543102,0.0302081061184983,0.0270418660938934,0.0265112416233486,296
-389.533887087457,-368.652602903683,-343.079564965637,-287.065104051213,-264.577764011242,-345.001584072237,-340.526937841438,-336.048148700076,-277.689882363798,-255.202542323827,0.0162817402092802,0.0186272379055899,0.0222653635200051,0.031332063943777,0.019762419179368,0.019809202170849,297
-393.134526093117,-363.886373793411,-345.472872155084,-303.605823617341,-270.463907867239,-348.602223077897,-335.760708731167,-338.441455889523,-294.230601929926,-261.088686179824,0.0146127740087667,0.0166612211037787,0.0232354556490309,0.0371913226129744,0.0277936766980502,0.0187712132570791,298
-386.195048523023,-355.317860232515,-334.855472452041,-283.493842053016,-266.113028362147,-341.662745507803,-327.192195170271,-327.82405618648,-274.118620365601,-256.737806674732,0.0130542232944847,0.0148545691236072,0.0149916401698652,0.0260897540419636,0.023598298247693,0.0154777368634304,299
-402.406419759899,-371.363575938124,-345.81917766362,-284.971398201476,-283.114076986401,-357.874116744679,-343.23791087588,-338.787761398059,-275.596176514061,-273.738855298986,0.0165948534462327,0.0183376346598386,0.0247078824039744,0.0291132206972085,0.0372697611759066,0.0219771853149626,300
-397.26174446003,-371.970928452973,-343.163709931812,-286.980393945684,-281.063432941445,-352.72944144481,-343.845263390729,-336.132293666251,-277.605172258269,-271.68821125403,0.0166894158532505,0.0217242410075996,0.0217946229548642,0.0273017452731274,0.0356150118763884,0.0221045093678202,301
-383.167863861168,-365.554378737914,-338.151221603943,-282.725805140459,-276.987082747765,-338.635560845948,-337.42871367567,-331.119805338382,-273.350583453044,-267.61186106035,0.0119796909297647,0.0187176881974794,0.019342556197075,0.0242319008244093,0.0316561242624155,0.0198286735378626,302
-413.027449319983,-362.236984740145,-357.15108423388,-297.738717786911,-288.295073516619,-368.495146304763,-334.111319677901,-350.119667968319,-288.363496099497,-278.919851829204,0.0226187901230148,0.0208226377023571,0.0309568061473665,0.0382756844374606,0.0367933997497077,0.0280827038263639,303
